sample,fastq_1,fastq_2
295,../fastq/295_C85J7ANXX_CGATGT_L006_R1.fastq.gz,../fastq/295_C85J7ANXX_CGATGT_L006_R2.fastq.gz
29,../fastq/29_C80GMANXX_GATCAG_L006_R1.fastq.gz,../fastq/29_C80GMANXX_GATCAG_L006_R2.fastq.gz
29,../fastq/29_C85J7ANXX_GATCAG_L006_R1.fastq.gz,../fastq/29_C85J7ANXX_GATCAG_L006_R2.fastq.gz
302,../fastq/302_C80GMANXX_TTAGGC_L006_R1.fastq.gz,../fastq/302_C80GMANXX_TTAGGC_L006_R2.fastq.gz
302,../fastq/302_C85J7ANXX_TTAGGC_L006_R1.fastq.gz,../fastq/302_C85J7ANXX_TTAGGC_L006_R2.fastq.gz
303,../fastq/303_C80GMANXX_TGACCA_L006_R1.fastq.gz,../fastq/303_C80GMANXX_TGACCA_L006_R2.fastq.gz
303,../fastq/303_C85J7ANXX_TGACCA_L006_R1.fastq.gz,../fastq/303_C85J7ANXX_TGACCA_L006_R2.fastq.gz
304,../fastq/304_C80GMANXX_ACAGTG_L006_R1.fastq.gz,../fastq/304_C80GMANXX_ACAGTG_L006_R2.fastq.gz
304,../fastq/304_C85J7ANXX_ACAGTG_L006_R1.fastq.gz,../fastq/304_C85J7ANXX_ACAGTG_L006_R2.fastq.gz
305,../fastq/305_C80GMANXX_GCCAAT_L006_R1.fastq.gz,../fastq/305_C80GMANXX_GCCAAT_L006_R2.fastq.gz
305,../fastq/305_C85J7ANXX_GCCAAT_L006_R1.fastq.gz,../fastq/305_C85J7ANXX_GCCAAT_L006_R2.fastq.gz
306,../fastq/306_C80GMANXX_CAGATC_L006_R1.fastq.gz,../fastq/306_C80GMANXX_CAGATC_L006_R2.fastq.gz
306,../fastq/306_C85J7ANXX_CAGATC_L006_R1.fastq.gz,../fastq/306_C85J7ANXX_CAGATC_L006_R2.fastq.gz
307,../fastq/307_C80GMANXX_ACTTGA_L006_R1.fastq.gz,../fastq/307_C80GMANXX_ACTTGA_L006_R2.fastq.gz
307,../fastq/307_C85J7ANXX_ACTTGA_L006_R1.fastq.gz,../fastq/307_C85J7ANXX_ACTTGA_L006_R2.fastq.gz
30,../fastq/30_C80GMANXX_TAGCTT_L006_R1.fastq.gz,../fastq/30_C80GMANXX_TAGCTT_L006_R2.fastq.gz
30,../fastq/30_C85J7ANXX_TAGCTT_L006_R1.fastq.gz,../fastq/30_C85J7ANXX_TAGCTT_L006_R2.fastq.gz
314,../fastq/314_C7JRYANXX_CGTACG_L008_R1.fastq.gz,../fastq/314_C7JRYANXX_CGTACG_L008_R2.fastq.gz
314,../fastq/314_C80GMANXX_CGTACG_L008_R1.fastq.gz,../fastq/314_C80GMANXX_CGTACG_L008_R2.fastq.gz
315,../fastq/315_C7JRYANXX_GAGTGG_L008_R1.fastq.gz,../fastq/315_C7JRYANXX_GAGTGG_L008_R2.fastq.gz
315,../fastq/315_C80GMANXX_GAGTGG_L008_R1.fastq.gz,../fastq/315_C80GMANXX_GAGTGG_L008_R2.fastq.gz
316,../fastq/316_C7JRYANXX_ACTGAT_L008_R1.fastq.gz,../fastq/316_C7JRYANXX_ACTGAT_L008_R2.fastq.gz
316,../fastq/316_C80GMANXX_ACTGAT_L008_R1.fastq.gz,../fastq/316_C80GMANXX_ACTGAT_L008_R2.fastq.gz
317,../fastq/317_C7JRYANXX_ATTCCT_L008_R1.fastq.gz,../fastq/317_C7JRYANXX_ATTCCT_L008_R2.fastq.gz
317,../fastq/317_C80GMANXX_ATTCCT_L008_R1.fastq.gz,../fastq/317_C80GMANXX_ATTCCT_L008_R2.fastq.gz
318,../fastq/318_C7JRYANXX_ATCACG_L008_R1.fastq.gz,../fastq/318_C7JRYANXX_ATCACG_L008_R2.fastq.gz
318,../fastq/318_C80GMANXX_ATCACG_L008_R1.fastq.gz,../fastq/318_C80GMANXX_ATCACG_L008_R2.fastq.gz
319,../fastq/319_C7JRYANXX_CGATGT_L008_R1.fastq.gz,../fastq/319_C7JRYANXX_CGATGT_L008_R2.fastq.gz
319,../fastq/319_C80GMANXX_CGATGT_L008_R1.fastq.gz,../fastq/319_C80GMANXX_CGATGT_L008_R2.fastq.gz
31,../fastq/31_C7JRYANXX_ATCACG_L001_R1.fastq.gz,../fastq/31_C7JRYANXX_ATCACG_L001_R2.fastq.gz
31,../fastq/31_C80GMANXX_ATCACG_L001_R1.fastq.gz,../fastq/31_C80GMANXX_ATCACG_L001_R2.fastq.gz
32,../fastq/32_C7JRYANXX_CGATGT_L001_R1.fastq.gz,../fastq/32_C7JRYANXX_CGATGT_L001_R2.fastq.gz
32,../fastq/32_C80GMANXX_CGATGT_L001_R1.fastq.gz,../fastq/32_C80GMANXX_CGATGT_L001_R2.fastq.gz
33,../fastq/33_C7JRYANXX_TTAGGC_L001_R1.fastq.gz,../fastq/33_C7JRYANXX_TTAGGC_L001_R2.fastq.gz
33,../fastq/33_C80GMANXX_TTAGGC_L001_R1.fastq.gz,../fastq/33_C80GMANXX_TTAGGC_L001_R2.fastq.gz
34,../fastq/34_C7JRYANXX_TGACCA_L001_R1.fastq.gz,../fastq/34_C7JRYANXX_TGACCA_L001_R2.fastq.gz
34,../fastq/34_C80GMANXX_TGACCA_L001_R1.fastq.gz,../fastq/34_C80GMANXX_TGACCA_L001_R2.fastq.gz
38,../fastq/38_C7JRYANXX_ACAGTG_L001_R1.fastq.gz,../fastq/38_C7JRYANXX_ACAGTG_L001_R2.fastq.gz
38,../fastq/38_C80GMANXX_ACAGTG_L001_R1.fastq.gz,../fastq/38_C80GMANXX_ACAGTG_L001_R2.fastq.gz
39,../fastq/39_C7JRYANXX_GCCAAT_L001_R1.fastq.gz,../fastq/39_C7JRYANXX_GCCAAT_L001_R2.fastq.gz
39,../fastq/39_C80GMANXX_GCCAAT_L001_R1.fastq.gz,../fastq/39_C80GMANXX_GCCAAT_L001_R2.fastq.gz
40,../fastq/40_C7JRYANXX_CAGATC_L001_R1.fastq.gz,../fastq/40_C7JRYANXX_CAGATC_L001_R2.fastq.gz
40,../fastq/40_C80GMANXX_CAGATC_L001_R1.fastq.gz,../fastq/40_C80GMANXX_CAGATC_L001_R2.fastq.gz
41,../fastq/41_C7JRYANXX_ACTTGA_L001_R1.fastq.gz,../fastq/41_C7JRYANXX_ACTTGA_L001_R2.fastq.gz
41,../fastq/41_C80GMANXX_ACTTGA_L001_R1.fastq.gz,../fastq/41_C80GMANXX_ACTTGA_L001_R2.fastq.gz
42,../fastq/42_C7JRYANXX_GATCAG_L001_R1.fastq.gz,../fastq/42_C7JRYANXX_GATCAG_L001_R2.fastq.gz
42,../fastq/42_C80GMANXX_GATCAG_L001_R1.fastq.gz,../fastq/42_C80GMANXX_GATCAG_L001_R2.fastq.gz
43,../fastq/43_C7JRYANXX_TAGCTT_L001_R1.fastq.gz,../fastq/43_C7JRYANXX_TAGCTT_L001_R2.fastq.gz
43,../fastq/43_C80GMANXX_TAGCTT_L001_R1.fastq.gz,../fastq/43_C80GMANXX_TAGCTT_L001_R2.fastq.gz
47,../fastq/47_C7JRYANXX_GGCTAC_L001_R1.fastq.gz,../fastq/47_C7JRYANXX_GGCTAC_L001_R2.fastq.gz
47,../fastq/47_C80GMANXX_GGCTAC_L001_R1.fastq.gz,../fastq/47_C80GMANXX_GGCTAC_L001_R2.fastq.gz
48,../fastq/48_C7JRYANXX_CTTGTA_L001_R1.fastq.gz,../fastq/48_C7JRYANXX_CTTGTA_L001_R2.fastq.gz
48,../fastq/48_C80GMANXX_CTTGTA_L001_R1.fastq.gz,../fastq/48_C80GMANXX_CTTGTA_L001_R2.fastq.gz
49,../fastq/49_C7JRYANXX_AGTCAA_L001_R1.fastq.gz,../fastq/49_C7JRYANXX_AGTCAA_L001_R2.fastq.gz
49,../fastq/49_C80GMANXX_AGTCAA_L001_R1.fastq.gz,../fastq/49_C80GMANXX_AGTCAA_L001_R2.fastq.gz
50,../fastq/50_C7JRYANXX_AGTTCC_L001_R1.fastq.gz,../fastq/50_C7JRYANXX_AGTTCC_L001_R2.fastq.gz
50,../fastq/50_C80GMANXX_AGTTCC_L001_R1.fastq.gz,../fastq/50_C80GMANXX_AGTTCC_L001_R2.fastq.gz
51,../fastq/51_C7JRYANXX_ATGTCA_L001_R1.fastq.gz,../fastq/51_C7JRYANXX_ATGTCA_L001_R2.fastq.gz
51,../fastq/51_C80GMANXX_ATGTCA_L001_R1.fastq.gz,../fastq/51_C80GMANXX_ATGTCA_L001_R2.fastq.gz
52,../fastq/52_C7JRYANXX_CCGTCC_L001_R1.fastq.gz,../fastq/52_C7JRYANXX_CCGTCC_L001_R2.fastq.gz
52,../fastq/52_C80GMANXX_CCGTCC_L001_R1.fastq.gz,../fastq/52_C80GMANXX_CCGTCC_L001_R2.fastq.gz
56,../fastq/56_C7JRYANXX_GTCCGC_L001_R1.fastq.gz,../fastq/56_C7JRYANXX_GTCCGC_L001_R2.fastq.gz
56,../fastq/56_C80GMANXX_GTCCGC_L001_R1.fastq.gz,../fastq/56_C80GMANXX_GTCCGC_L001_R2.fastq.gz
57,../fastq/57_C7JRYANXX_GTGAAA_L001_R1.fastq.gz,../fastq/57_C7JRYANXX_GTGAAA_L001_R2.fastq.gz
57,../fastq/57_C80GMANXX_GTGAAA_L001_R1.fastq.gz,../fastq/57_C80GMANXX_GTGAAA_L001_R2.fastq.gz
58,../fastq/58_C7JRYANXX_GTGGCC_L002_R1.fastq.gz,../fastq/58_C7JRYANXX_GTGGCC_L002_R2.fastq.gz
58,../fastq/58_C80GMANXX_GTGGCC_L001_R1.fastq.gz,../fastq/58_C80GMANXX_GTGGCC_L001_R2.fastq.gz
59,../fastq/59_C7JRYANXX_GTTTCG_L002_R1.fastq.gz,../fastq/59_C7JRYANXX_GTTTCG_L002_R2.fastq.gz
59,../fastq/59_C80GMANXX_GTTTCG_L002_R1.fastq.gz,../fastq/59_C80GMANXX_GTTTCG_L002_R2.fastq.gz
60,../fastq/60_C7JRYANXX_CGTACG_L002_R1.fastq.gz,../fastq/60_C7JRYANXX_CGTACG_L002_R2.fastq.gz
60,../fastq/60_C80GMANXX_CGTACG_L002_R1.fastq.gz,../fastq/60_C80GMANXX_CGTACG_L002_R2.fastq.gz
61,../fastq/61_C7JRYANXX_GAGTGG_L002_R1.fastq.gz,../fastq/61_C7JRYANXX_GAGTGG_L002_R2.fastq.gz
61,../fastq/61_C80GMANXX_GAGTGG_L002_R1.fastq.gz,../fastq/61_C80GMANXX_GAGTGG_L002_R2.fastq.gz
65,../fastq/65_C7JRYANXX_ACTGAT_L002_R1.fastq.gz,../fastq/65_C7JRYANXX_ACTGAT_L002_R2.fastq.gz
65,../fastq/65_C80GMANXX_ACTGAT_L002_R1.fastq.gz,../fastq/65_C80GMANXX_ACTGAT_L002_R2.fastq.gz
66,../fastq/66_C7JRYANXX_ATTCCT_L002_R1.fastq.gz,../fastq/66_C7JRYANXX_ATTCCT_L002_R2.fastq.gz
66,../fastq/66_C80GMANXX_ATTCCT_L002_R1.fastq.gz,../fastq/66_C80GMANXX_ATTCCT_L002_R2.fastq.gz
67,../fastq/67_C7JRYANXX_ATCACG_L002_R1.fastq.gz,../fastq/67_C7JRYANXX_ATCACG_L002_R2.fastq.gz
67,../fastq/67_C80GMANXX_ATCACG_L002_R1.fastq.gz,../fastq/67_C80GMANXX_ATCACG_L002_R2.fastq.gz
68,../fastq/68_C7JRYANXX_CGATGT_L002_R1.fastq.gz,../fastq/68_C7JRYANXX_CGATGT_L002_R2.fastq.gz
68,../fastq/68_C80GMANXX_CGATGT_L002_R1.fastq.gz,../fastq/68_C80GMANXX_CGATGT_L002_R2.fastq.gz
69,../fastq/69_C7JRYANXX_TTAGGC_L002_R1.fastq.gz,../fastq/69_C7JRYANXX_TTAGGC_L002_R2.fastq.gz
69,../fastq/69_C80GMANXX_TTAGGC_L002_R1.fastq.gz,../fastq/69_C80GMANXX_TTAGGC_L002_R2.fastq.gz
70,../fastq/70_C7JRYANXX_TGACCA_L002_R1.fastq.gz,../fastq/70_C7JRYANXX_TGACCA_L002_R2.fastq.gz
70,../fastq/70_C80GMANXX_TGACCA_L002_R1.fastq.gz,../fastq/70_C80GMANXX_TGACCA_L002_R2.fastq.gz
74,../fastq/74_C7JRYANXX_ACAGTG_L002_R1.fastq.gz,../fastq/74_C7JRYANXX_ACAGTG_L002_R2.fastq.gz
74,../fastq/74_C80GMANXX_ACAGTG_L002_R1.fastq.gz,../fastq/74_C80GMANXX_ACAGTG_L002_R2.fastq.gz
84,../fastq/84_C80GMANXX_GGCTAC_L006_R1.fastq.gz,../fastq/84_C80GMANXX_GGCTAC_L006_R2.fastq.gz
84,../fastq/84_C85J7ANXX_GGCTAC_L006_R1.fastq.gz,../fastq/84_C85J7ANXX_GGCTAC_L006_R2.fastq.gz
85,../fastq/85_C80GMANXX_CTTGTA_L006_R1.fastq.gz,../fastq/85_C80GMANXX_CTTGTA_L006_R2.fastq.gz
85,../fastq/85_C85J7ANXX_CTTGTA_L006_R1.fastq.gz,../fastq/85_C85J7ANXX_CTTGTA_L006_R2.fastq.gz
86,../fastq/86_C80GMANXX_AGTCAA_L006_R1.fastq.gz,../fastq/86_C80GMANXX_AGTCAA_L006_R2.fastq.gz
86,../fastq/86_C85J7ANXX_AGTCAA_L006_R1.fastq.gz,../fastq/86_C85J7ANXX_AGTCAA_L006_R2.fastq.gz
87,../fastq/87_C80GMANXX_AGTTCC_L006_R1.fastq.gz,../fastq/87_C80GMANXX_AGTTCC_L006_R2.fastq.gz
87,../fastq/87_C85J7ANXX_AGTTCC_L006_R1.fastq.gz,../fastq/87_C85J7ANXX_AGTTCC_L006_R2.fastq.gz
88,../fastq/88_C80GMANXX_ATGTCA_L006_R1.fastq.gz,../fastq/88_C80GMANXX_ATGTCA_L006_R2.fastq.gz
88,../fastq/88_C85J7ANXX_ATGTCA_L006_R1.fastq.gz,../fastq/88_C85J7ANXX_ATGTCA_L006_R2.fastq.gz
92,../fastq/92_C7JRYANXX_CCGTCC_L007_R1.fastq.gz,../fastq/92_C7JRYANXX_CCGTCC_L007_R2.fastq.gz
92,../fastq/92_C80GMANXX_CCGTCC_L007_R1.fastq.gz,../fastq/92_C80GMANXX_CCGTCC_L007_R2.fastq.gz
93,../fastq/93_C7JRYANXX_GCCAAT_L002_R1.fastq.gz,../fastq/93_C7JRYANXX_GCCAAT_L002_R2.fastq.gz
93,../fastq/93_C80GMANXX_GCCAAT_L002_R1.fastq.gz,../fastq/93_C80GMANXX_GCCAAT_L002_R2.fastq.gz
94,../fastq/94_C7JRYANXX_CAGATC_L002_R1.fastq.gz,../fastq/94_C7JRYANXX_CAGATC_L002_R2.fastq.gz
94,../fastq/94_C80GMANXX_CAGATC_L002_R1.fastq.gz,../fastq/94_C80GMANXX_CAGATC_L002_R2.fastq.gz
95,../fastq/95_C7JRYANXX_ACTTGA_L002_R1.fastq.gz,../fastq/95_C7JRYANXX_ACTTGA_L002_R2.fastq.gz
95,../fastq/95_C80GMANXX_ACTTGA_L002_R1.fastq.gz,../fastq/95_C80GMANXX_ACTTGA_L002_R2.fastq.gz
96,../fastq/96_C7JRYANXX_GATCAG_L002_R1.fastq.gz,../fastq/96_C7JRYANXX_GATCAG_L002_R2.fastq.gz
96,../fastq/96_C80GMANXX_GATCAG_L002_R1.fastq.gz,../fastq/96_C80GMANXX_GATCAG_L002_R2.fastq.gz
97,../fastq/97_C7JRYANXX_TAGCTT_L002_R1.fastq.gz,../fastq/97_C7JRYANXX_TAGCTT_L002_R2.fastq.gz
97,../fastq/97_C80GMANXX_TAGCTT_L002_R1.fastq.gz,../fastq/97_C80GMANXX_TAGCTT_L002_R2.fastq.gz
egg_green,../fastq/egg_green_C7JRYANXX_TTAGGC_L008_R1.fastq.gz,../fastq/egg_green_C7JRYANXX_TTAGGC_L008_R2.fastq.gz
egg_green,../fastq/egg_green_C80GMANXX_TTAGGC_L008_R1.fastq.gz,../fastq/egg_green_C80GMANXX_TTAGGC_L008_R2.fastq.gz
egg_red,../fastq/egg_red_C7JRYANXX_TGACCA_L008_R1.fastq.gz,../fastq/egg_red_C7JRYANXX_TGACCA_L008_R2.fastq.gz
egg_red,../fastq/egg_red_C80GMANXX_TGACCA_L008_R1.fastq.gz,../fastq/egg_red_C80GMANXX_TGACCA_L008_R2.fastq.gz
